
0;1;1;500;2021-07-09;3
0;1;1;400;2021-07-09;3
1;1;1;300;2021-07-09;3

0;1;1;500;2021-07-09;6
0;1;1;400;2021-07-09;6
1;1;1;300;2021-07-09;6

0;1;1;500;2021-07-09;2
0;1;1;400;2021-07-09;2
1;1;1;300;2021-07-09;2

0;1;1;500;2021-07-09;1
0;1;1;400;2021-07-09;1
1;1;1;300;2021-07-09;1
1;0;1;4;2021-07-09;1
